authors,average_rating,book_id,description,e_book,goodreads_book_id,is_ebook,isbn,language_code,num_pages,original_publication_year,original_title,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,ratings_count,title
Carl Hiaasen,3.79,3333.0,,False,13079,,,eng,0,2004.0,,357.0,1700.0,9398.0,14260.0,6900.0,29862,Skinny Dip
Alice Hoffman,3.86,3334.0,,False,23492741,,,eng,0,2015.0,,1528.0,1858.0,7192.0,13765.0,10703.0,29179,The Marriage of Opposites
Jonah Lehrer,3.75,3335.0,,False,12987640,,,eng,0,2012.0,,1306.0,2001.0,6222.0,8246.0,7770.0,24727,Imagine: How Creativity Works
Rachel Caine,4.17,3336.0,,False,2295829,,,eng,0,2008.0,,446.0,1547.0,8457.0,14841.0,20662.0,43435,"Feast of Fools (The Morganville Vampires, #4)"
Neal Shusterman,4.25,3337.0,,False,13545075,,,,0,2012.0,,366.0,848.0,5028.0,13864.0,17249.0,33679,"UnWholly (Unwind, #2)"
David Foster Wallace,4.25,3338.0,,False,6751,,,eng,0,2005.0,,248.0,717.0,3541.0,11853.0,13203.0,26551,Consider the Lobster and Other Essays
Eoin Colfer,3.97,3339.0,,False,7005865,,,en-US,0,2010.0,,636.0,2476.0,9661.0,14456.0,15092.0,39307,"The Atlantis Complex (Artemis Fowl, #7)"
Anne Rice,3.71,3340.0,,False,43781,,,eng,0,2000.0,,738.0,3019.0,10610.0,11690.0,8793.0,32734,Merrick (The Vampire Chronicles #7)
Brandon Sanderson,4.45,3341.0,,False,18739426,,,eng,0,2016.0,,42.0,249.0,2519.0,12186.0,18236.0,28866,"The Bands of Mourning (Mistborn, #6)"
"Albert Camus, Justin O'Brien",4.18,3342.0,,False,11987,,,eng,0,1942.0,,268.0,912.0,4970.0,11489.0,13256.0,30221,The Myth of Sisyphus and Other Essays
Lauren Graham,3.49,3343.0,,False,16071745,,,eng,0,2013.0,,886.0,3434.0,13182.0,12528.0,4800.0,30829,"Someday, Someday, Maybe"
Robert Frost,4.27,3344.0,,False,12204,,,,0,1916.0,,274.0,742.0,4748.0,10263.0,15376.0,30193,The Road Not Taken and Other Poems
Becky Albertalli,4.26,3345.0,,False,19547856,,,eng,0,2015.0,,926.0,1573.0,7378.0,21499.0,28951.0,53570,Simon vs. the Homo Sapiens Agenda
"Elizabeth Gaskell, Pam Morris",4.07,3346.0,,False,383206,,,eng,0,1866.0,,552.0,1305.0,6441.0,13142.0,13165.0,32029,Wives and Daughters
A.G. Howard,3.96,3347.0,,False,12558285,,,eng,0,2013.0,,1634.0,2907.0,7663.0,12796.0,16708.0,37225,"Splintered (Splintered, #1)"
Virginia Lee Burton,4.29,3348.0,,False,153540,,,eng,0,1942.0,,509.0,1094.0,5136.0,8915.0,18775.0,34002,The Little House
"Primo Levi, Stuart J. Woolf, Philip Roth",4.28,3349.0,,False,6174,,,eng,0,1947.0,,354.0,802.0,4436.0,11061.0,16148.0,25625,Survival in Auschwitz
Cinda Williams Chima,4.14,3350.0,,False,500743,,,en-US,0,2007.0,,345.0,1130.0,6203.0,12914.0,14484.0,33653,"The Wizard Heir (The Heir Chronicles, #2)"
"Jules Verne, Caleb Carr, Jordan Stump",4.08,3351.0,,False,32831,,,eng,0,1874.0,,395.0,1377.0,6940.0,11977.0,13698.0,26440,"The Mysterious Island (Extraordinary Voyages, #12)"
Susan Vreeland,3.72,3352.0,,False,321577,,,en-US,0,1999.0,,556.0,2293.0,10352.0,12602.0,7239.0,31883,Girl in Hyacinth Blue
William Steig,4.14,3353.0,,False,457762,,,eng,0,1969.0,,776.0,1548.0,6713.0,10631.0,17229.0,36260,Sylvester and the Magic Pebble
Philippa Gregory,3.96,3354.0,,False,9542439,,,eng,0,2011.0,,444.0,1672.0,8821.0,14984.0,12132.0,31744,"The Lady of the Rivers (The Plantagenet and Tudor Novels, #1)"
Harlan Coben,4.07,3355.0,,False,8437667,,,eng,0,2011.0,,235.0,911.0,6262.0,13361.0,10965.0,28849,Live Wire (Myron Bolitar #10)
"Carolyn Jessop, Laura Palmer",3.96,3356.0,,False,818811,,,en-US,0,2007.0,,348.0,1322.0,7112.0,12163.0,9598.0,28581,Escape
David Baldacci,4.01,3357.0,,False,15154,,,en-US,0,2006.0,,278.0,1082.0,6907.0,14410.0,10192.0,29596,"The Collectors (Camel Club, #2)"
Douglas Adams,4.51,3358.0,,False,841628,,,eng,0,1986.0,,220.0,534.0,2417.0,7287.0,19184.0,27855,The Hitchhiker's Guide to the Galaxy: A Trilogy in Four Parts
Terry Pratchett,4.06,3359.0,,False,78876,,,eng,0,1995.0,,99.0,1071.0,8913.0,16295.0,13682.0,34094,"Maskerade (Discworld, #18; Witches #5)"
Stephen R. Donaldson,3.71,3360.0,,False,219205,,,en-US,0,1977.0,,2423.0,3066.0,7293.0,11463.0,10699.0,31771,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, #1)"
"Marcus Buckingham, Curt Coffman",3.92,3361.0,,False,50937,,,eng,0,1998.0,,808.0,1521.0,6207.0,9707.0,9430.0,27207,"First, Break All the Rules: What the World's Greatest Managers Do Differently"
Terry Pratchett,3.99,3362.0,,False,47994,,,eng,0,1998.0,,218.0,1584.0,9242.0,14677.0,12564.0,32861,"The Last Continent (Discworld, #22; Rincewind #6)"
Dr. Seuss,4.07,3363.0,,False,7769,,,eng,0,1963.0,,722.0,2069.0,7434.0,8845.0,16200.0,27116,Dr. Seuss's ABC: An Amazing Alphabet Book! (Bright and Early Board Books)
"Thornton Wilder, Donald Margulies, Tappan Wilder",3.63,3364.0,,False,205476,,,eng,0,1938.0,,1448.0,4106.0,10490.0,11312.0,9468.0,35296,Our Town
Sara Shepard,4.1,3365.0,,False,3047848,,,eng,0,2010.0,,414.0,1577.0,7180.0,10989.0,14958.0,32754,"Heartless (Pretty Little Liars, #7)"
Michael Connelly,4.07,3366.0,,False,32501,,,eng,0,2006.0,,101.0,629.0,6789.0,16322.0,10854.0,30066,"Echo Park (Harry Bosch, #12; Harry Bosch Universe, #14)"
David Baldacci,4.06,3367.0,,False,113138,,,eng,0,1997.0,,339.0,1212.0,6151.0,12376.0,11351.0,27904,The Winner
Emily Carroll,3.92,3368.0,,False,18659623,,,eng,0,2014.0,,1650.0,2028.0,6742.0,11747.0,12980.0,32781,Through the Woods
Anthony Horowitz,4.11,3369.0,,False,94319,,,eng,0,2005.0,,301.0,1344.0,6990.0,12285.0,14653.0,33935,"Ark Angel (Alex Rider, #6)"
Michael Ende,4.29,3370.0,,False,68811,,,ger,0,1973.0,,337.0,1003.0,4606.0,11089.0,17493.0,28857,Momo
Blake Crouch,4.09,3371.0,,False,20423680,,,eng,0,2014.0,,241.0,1023.0,5502.0,12415.0,11025.0,29258,"The Last Town (Wayward Pines, #3)"
Sarah Dessen,4.05,3372.0,,False,23009402,,,eng,0,2015.0,,524.0,1357.0,7382.0,15083.0,13473.0,35111,Saint Anything
Ayana Mathis,3.46,3373.0,,False,13320466,,,eng,0,2012.0,,924.0,3567.0,11497.0,10720.0,4544.0,28058,The Twelve Tribes of Hattie
Dean Koontz,3.78,3374.0,,False,16434,,,en-US,0,2004.0,,947.0,2601.0,8146.0,10281.0,9326.0,29721,The Taking
V.C. Andrews,3.75,3375.0,,False,226706,,,eng,0,1981.0,,710.0,3117.0,10676.0,10715.0,10227.0,33086,"If There Be Thorns (Dollanganger, #3)"
"Jane Yolen, John Schoenherr",4.2,3376.0,,False,228696,,,eng,0,1987.0,,590.0,1272.0,5541.0,9608.0,16735.0,33642,Owl Moon
"Fyodor Dostoyevsky, Constance Garnett, Gary Saul Morson",3.88,3377.0,,False,12857,,,eng,0,1866.0,,260.0,1483.0,8607.0,13833.0,8357.0,21358,The Gambler
Patricia Briggs,4.35,3378.0,,False,13413589,,,eng,0,2013.0,,100.0,529.0,5338.0,18677.0,23447.0,36759,"Frost Burned (Mercy Thompson, #7)"
Honoré de Balzac,3.82,3379.0,,False,59145,,,en-US,0,1834.0,,722.0,2448.0,8503.0,12543.0,9513.0,26070,Père Goriot
"Jo Nesbø, Don Bartlett",3.98,3380.0,,False,3522419,,,eng,0,2002.0,,435.0,1304.0,8243.0,17946.0,11181.0,31265,"Nemesis (Harry Hole, #4)"
"Sylvia Plath, Ted Hughes",4.2,3381.0,,False,31426,,,,0,1981.0,,495.0,924.0,4289.0,9112.0,13226.0,26295,The Collected Poems
Sherrilyn Kenyon,4.36,3382.0,,False,84151,,,eng,0,2004.0,,220.0,805.0,5573.0,14153.0,23707.0,41837,"Night Play (Dark-Hunter #5, Were-Hunter #1)"
Paulo Coelho,3.37,3383.0,,False,9086994,,,por,0,2010.0,,1854.0,3928.0,8195.0,7031.0,5198.0,17563,Aleph
R.L. Mathewson,4.16,3384.0,,False,12351649,,,eng,0,2011.0,,612.0,1893.0,8852.0,19987.0,23377.0,50146,"Perfection (Neighbor from Hell, #2)"
Andrew Ross Sorkin,4.09,3385.0,,False,6687247,,,en-US,0,2008.0,,340.0,991.0,4894.0,10929.0,10235.0,25493,Too Big to Fail: The Inside Story of How Wall Street and Washington Fought to Save the Financial System from Crisis — and Themselves
Kristin Hannah,4.1,3386.0,,False,1470232,,,eng,0,2006.0,,263.0,920.0,5687.0,12903.0,11435.0,27778,Magic Hour
"John Steinbeck, Susan Shillinglaw",3.99,3387.0,,False,4796,,,eng,0,1961.0,,362.0,1389.0,6734.0,12292.0,10220.0,28050,The Winter of Our Discontent
William Faulkner,3.96,3388.0,,False,373755,,,eng,0,1936.0,,1222.0,2115.0,6149.0,10046.0,12792.0,30283,"Absalom, Absalom!"
"Zoe Sugg, Siobhan Curham",3.77,3389.0,,False,22510983,,,eng,0,2014.0,,2206.0,3965.0,9427.0,11652.0,14355.0,37177,"Girl Online (Girl Online, #1)"
Carol Ryrie Brink,3.99,3390.0,,False,205821,,,eng,0,1935.0,,708.0,1832.0,8859.0,13505.0,14279.0,37689,Caddie Woodlawn  (Caddie Woodlawn #1)
Janet Evanovich,3.92,3391.0,,False,24950845,,,eng,0,2015.0,,286.0,1397.0,8997.0,13160.0,9946.0,23408,"Tricky Twenty-Two (Stephanie Plum, #22)"
J.I. Packer,4.31,3392.0,,False,139855,,,eng,0,1973.0,,453.0,826.0,4007.0,8786.0,16638.0,29848,Knowing God
R.A. Salvatore,4.15,3393.0,,False,68396,,,en-US,0,1990.0,,146.0,901.0,5572.0,10813.0,12440.0,27105,"The Halfling's Gem (Forgotten Realms: Icewind Dale, #3; Legend of Drizzt, #6)"
Harlan Coben,3.94,3394.0,,False,2177236,,,en-US,0,2008.0,,256.0,1173.0,8187.0,14689.0,9128.0,30180,Hold Tight
"Neil Gaiman, Marc Hempel, Richard Case, D'Israeli, Teddy Kristiansen, Glyn Dillon, Charles Vess, Dean Ormston, Kevin Nowlan, Todd Klein, Frank McConnell",4.59,3395.0,,False,71252,,,eng,0,1996.0,,83.0,291.0,2165.0,9153.0,24306.0,32544,The Kindly Ones (The Sandman #9)
"Neil Gaiman, Mike Allred, Gary Amaro, Mark Buckingham, David Giordano, Tony Harris, Steve Leialoha, Vince Locke, Shea Anton Pensa, Alec Stevens, Bryan Talbot, John Watkiss, Todd Klein, Michael Zulli, Stephen King",4.48,3396.0,,False,25103,,,eng,0,1995.0,,91.0,370.0,3255.0,10821.0,21420.0,32362,Worlds' End (The Sandman #8)
John Wyndham,3.92,3397.0,,False,826845,,,en-US,0,1955.0,,635.0,1773.0,7445.0,13195.0,10184.0,29364,The Chrysalids
"Hans Christian Andersen, Jerry Pinkney",4.1,3398.0,,False,122967,,,eng,0,1843.0,,728.0,1397.0,6720.0,9011.0,14942.0,25306,The Ugly Duckling
Miguel Ruiz,4.25,3399.0,,False,81939,,,,0,1999.0,,351.0,908.0,3909.0,7596.0,13210.0,24162,The Mastery of Love: A Practical Guide to the Art of Relationship --Toltec Wisdom Book
"Graham Greene, Monica Ali",3.96,3400.0,,False,29641,,,eng,0,1951.0,,432.0,1860.0,7434.0,13453.0,11047.0,29372,The End of the Affair
Jennifer Weiner,3.74,3401.0,,False,25205422,,,eng,0,2015.0,,468.0,1716.0,8131.0,11470.0,5822.0,22026,Who Do You Love
"Felix Salten, Barbara Cooney",4.1,3402.0,,False,739840,,,eng,0,1923.0,,562.0,1534.0,5772.0,7887.0,13464.0,28655,Bambi
Ursula K. Le Guin,4.09,3403.0,,False,59924,,,en-US,0,1971.0,,247.0,1093.0,6408.0,13869.0,12551.0,29562,The Lathe of Heaven
"Herodotus, Aubrey de Sélincourt, John M. Marincola",3.97,3404.0,,False,1362,,,eng,0,-440.0,,879.0,1766.0,6820.0,10568.0,11952.0,28870,The Histories
K. Bromberg,4.31,3405.0,,False,17798287,,,eng,0,2013.0,,804.0,1464.0,5135.0,13126.0,24545.0,41454,"Driven (Driven, #1)"
Matthew Pearl,3.38,3406.0,,False,18402,,,en-US,0,2003.0,,1822.0,4320.0,11905.0,10640.0,5041.0,31035,The Dante Club
Jean M. Auel,3.8,3407.0,,False,46544,,,en-US,0,2002.0,,925.0,3208.0,9091.0,11187.0,11090.0,31333,"The Shelters of Stone (Earth's Children, #5)"
Patricia Briggs,4.27,3408.0,,False,5292853,,,eng,0,2009.0,,166.0,961.0,7228.0,17387.0,22445.0,44487,"Hunting Ground (Alpha & Omega, #2)"
Paulo Coelho,3.37,3409.0,,False,5356711,,,en-US,0,2008.0,,1635.0,3782.0,8475.0,7285.0,4651.0,22229,The Winner Stands Alone
James A. Michener,4.21,3410.0,,False,133430,,,en-US,0,1974.0,,221.0,772.0,5451.0,11560.0,14594.0,31235,Centennial
Kimberly Derting,3.96,3411.0,,False,6261522,,,en-US,0,2010.0,,1159.0,2863.0,9247.0,14666.0,16879.0,43203,"The Body Finder (The Body Finder, #1)"
Ian McEwan,3.62,3412.0,,False,6870,,,eng,0,1997.0,,1031.0,2795.0,8773.0,11868.0,5932.0,26390,Enduring Love
"Stephen R. Covey, A. Roger Merrill, Rebecca R. Merrill",4.06,3413.0,,False,36071,,,eng,0,1993.0,,425.0,1034.0,5514.0,9840.0,10601.0,26813,First Things First
Anne McCaffrey,4.24,3414.0,,False,28541,,,eng,0,1976.0,,191.0,897.0,6460.0,13955.0,18213.0,35694,"Dragonsong (Harper Hall, #1)"
Nancy Garden,3.97,3415.0,,False,595375,,,eng,0,1982.0,,1117.0,1773.0,6282.0,9228.0,12342.0,29278,Annie on My Mind
Michael Crichton,3.41,3416.0,,False,6428887,,,eng,0,2009.0,,1167.0,4361.0,11875.0,10330.0,4764.0,27904,Pirate Latitudes
Jonathan Lethem,3.91,3417.0,,False,328854,,,en-GB,0,1999.0,,259.0,1257.0,5842.0,11198.0,6764.0,23614,Motherless Brooklyn
Malorie Blackman,4.23,3418.0,,False,714902,,,en-GB,0,2001.0,,551.0,1329.0,4542.0,10860.0,16609.0,27725,"Noughts & Crosses (Noughts & Crosses, #1)"
Harriet Jacobs,4.08,3419.0,,False,152519,,,eng,0,1861.0,,430.0,1287.0,6330.0,11468.0,12657.0,24744,Incidents in the Life of a Slave Girl
Michael Scott,4.24,3420.0,,False,8519822,,,eng,0,2012.0,,338.0,1112.0,4872.0,10296.0,15950.0,30171,"The Enchantress (The Secrets of the Immortal Nicholas Flamel, #6)"
Ron Chernow,4.09,3421.0,,False,8255917,,,eng,0,2010.0,,1149.0,1207.0,4525.0,9990.0,13152.0,28598,Washington: A Life
Kristen Proby,3.94,3422.0,,False,16070521,,,eng,0,2012.0,,1732.0,3484.0,10561.0,17245.0,19412.0,52083,"Come Away with Me (With Me in Seattle, #1)"
T. Harv Eker,4.14,3423.0,,False,785092,,,,0,2005.0,,542.0,1154.0,4852.0,7897.0,12518.0,25389,Secrets of the Millionaire Mind: Mastering the Inner Game of Wealth
C.C. Hunter,4.33,3424.0,,False,12866426,,,eng,0,2012.0,,299.0,914.0,4915.0,11772.0,20490.0,36683,"Taken at Dusk (Shadow Falls, #3)"
"Michael Chabon, Hans Hermann",3.93,3425.0,,False,16707,,,ger,0,1995.0,,328.0,1377.0,6459.0,12814.0,8234.0,24365,Wonder Boys
Molly McAdams,3.87,3426.0,,False,15739018,,,eng,0,2012.0,,3391.0,3415.0,6696.0,10865.0,18131.0,40827,"Taking Chances (Taking Chances, #1)"
Julie Otsuka,3.59,3427.0,,False,10464963,,,eng,0,2011.0,,968.0,3435.0,10188.0,12337.0,6428.0,28149,The Buddha in the Attic
Tom Robbins,4.01,3428.0,,False,8680,,,en-US,0,2000.0,,361.0,1244.0,4854.0,8388.0,8776.0,22847,Fierce Invalids Home from Hot Climates
Jennifer McMahon,3.76,3429.0,,False,18007535,,,eng,0,2014.0,,515.0,1886.0,8907.0,13279.0,6617.0,27234,The Winter People
Sara Shepard,3.96,3430.0,,False,8428069,,,en-US,0,2010.0,,804.0,2142.0,7466.0,11008.0,12866.0,32296,"The Lying Game (The Lying Game, #1)"
Tess Gerritsen,4.16,3431.0,,False,32258,,,en-US,0,2004.0,,114.0,656.0,6159.0,15084.0,13620.0,30834,"Body Double (Rizzoli & Isles, #4)"
Marina Keegan,3.82,3432.0,,False,18143905,,,eng,0,2014.0,,581.0,2213.0,8325.0,11334.0,8917.0,19771,The Opposite of Loneliness: Essays and Stories
"Paolo Giordano, Shaun Whiteside",3.58,3433.0,,False,6613956,,,eng,0,2008.0,,1403.0,3875.0,9883.0,12564.0,7169.0,19734,The Solitude of Prime Numbers
Nicole  Williams,4.17,3434.0,,False,15835685,,,eng,0,2012.0,,519.0,1537.0,6882.0,14945.0,18864.0,40519,"Clash (Crash, #2)"
"Neil Gaiman, Skottie Young",4.04,3435.0,,False,17349203,,,eng,0,2013.0,,1005.0,1493.0,6261.0,12852.0,13756.0,30500,"Fortunately, the Milk"
"G. Willow Wilson, Adrian Alphona",4.13,3436.0,,False,20898019,,,eng,0,2014.0,,1618.0,1993.0,8194.0,18951.0,24327.0,53515,"Ms. Marvel, Vol. 1: No Normal"
Nalini Singh,4.12,3437.0,,False,178476,,,en-US,0,2006.0,,1149.0,1948.0,8019.0,15742.0,21258.0,44076,Slave to Sensation (Psy-Changeling #1)
أثير عبدالله النشمي,3.5,3438.0,,False,18711993,,,ara,0,2013.0,,2243.0,3330.0,5954.0,6007.0,7066.0,23407,فلتغفري
Gennifer Choldenko,3.83,3439.0,,False,89716,,,eng,0,2004.0,,625.0,2199.0,9030.0,13345.0,9273.0,33400,"Al Capone Does My Shirts (Al Capone at Alcatraz, #1)"
"Guillermo del Toro, Chuck Hogan",3.8,3440.0,,False,6723348,,,eng,0,2009.0,,381.0,1805.0,8904.0,12817.0,7348.0,25774,"The Fall (The Strain Trilogy, #2)"
Maggie Stiefvater,4.32,3441.0,,False,17378527,,,eng,0,2016.0,,363.0,1331.0,5848.0,14677.0,24236.0,42427,"The Raven King (The Raven Cycle, #4)"
"Pamela Druckerman, Abby Craden",3.95,3442.0,,False,13152287,,,eng,0,2012.0,,296.0,1121.0,6340.0,13941.0,7918.0,18276,Bringing Up Bébé: One American Mother Discovers the Wisdom of French Parenting
Patricia Cornwell,3.44,3443.0,,False,6538,,,eng,0,2002.0,,1998.0,4123.0,9041.0,7953.0,6653.0,28506,Portrait of a Killer: Jack the Ripper - Case Closed
Megan Whalen Turner,3.92,3444.0,,False,448873,,,eng,0,1996.0,,1027.0,2577.0,9880.0,15787.0,14420.0,40807,"The Thief (The Queen's Thief, #1)"
Richelle Mead,3.94,3445.0,,False,235718,,,en-GB,0,2007.0,,1129.0,2819.0,10247.0,16411.0,16566.0,43289,"Succubus Blues (Georgina Kincaid, #1)"
Sarah Winman,3.67,3446.0,,False,8874743,,,eng,0,2011.0,,878.0,2704.0,8143.0,10586.0,6557.0,24660,When God Was a Rabbit
Lang Leav,4.05,3447.0,,False,18003300,,,eng,0,2013.0,,1175.0,1920.0,5133.0,8570.0,13905.0,28782,Love & Misadventure
"Francis Chan, Danae Yankoski",4.17,3448.0,,False,6515834,,,,0,2009.0,,405.0,909.0,4725.0,9799.0,12509.0,27044,Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit
Vince Flynn,4.3,3449.0,,False,85392,,,eng,0,1997.0,,230.0,560.0,3393.0,9793.0,13402.0,25200,Term Limits
Tom Franklin,3.82,3450.0,,False,7948230,,,en-US,0,2009.0,,397.0,1577.0,8640.0,15590.0,7013.0,28875,"Crooked Letter, Crooked Letter"
"Rainer Maria Rilke, Reginald Snell, Franz Xaver Kappus",4.34,3451.0,,False,46199,,,en-US,0,1929.0,,273.0,851.0,3971.0,9818.0,17536.0,25066,Letters to a Young Poet
Meg Cabot,3.67,3452.0,,False,439275,,,eng,0,2001.0,,650.0,3871.0,15760.0,14436.0,10544.0,41713,"Princess in the Spotlight (The Princess Diaries, #2)"
Anna Banks,4.04,3453.0,,False,12425532,,,eng,0,2012.0,,1108.0,2153.0,7443.0,13085.0,16751.0,38535,"Of Poseidon (The Syrena Legacy, #1)"
Sherrilyn Kenyon,4.25,3454.0,,False,84140,,,en-US,0,2002.0,,271.0,1231.0,7525.0,16207.0,22702.0,29663,Night Embrace (Dark-Hunter #2)
James Patterson,3.79,3455.0,,False,110444,,,eng,0,2003.0,,851.0,2375.0,8406.0,10891.0,9120.0,30318,"The Lake House (When the Wind Blows, #2)"
Ann Patchett,3.53,3456.0,,False,80566,,,eng,0,2007.0,,605.0,3105.0,11178.0,12264.0,4409.0,29231,Run
"Charles Baudelaire, Richard Howard",4.26,3457.0,,False,203220,,,eng,0,1857.0,,424.0,1017.0,4770.0,11237.0,17235.0,27124,Les Fleurs du Mal
"Janet Evanovich, Lee Goldberg",3.78,3458.0,,False,16169737,,,eng,0,2013.0,,904.0,2391.0,9694.0,13440.0,9245.0,29834,"The Heist (Fox and O'Hare, #1)"
"Pierre-Ambroise Choderlos de Laclos, Douglas Parmée",4.07,3459.0,,False,49540,,,eng,0,1782.0,,521.0,1522.0,6535.0,12206.0,13612.0,28428,Les Liaisons dangereuses
E. Nesbit,3.99,3460.0,,False,164531,,,eng,0,1906.0,,670.0,1777.0,8936.0,13704.0,14150.0,35196,The Railway Children
David Baldacci,4.22,3461.0,,False,26245853,,,eng,0,2016.0,,303.0,749.0,4608.0,14200.0,14576.0,17326,"The Last Mile (Amos Decker, #2)"
Terry Pratchett,4.15,3462.0,,False,8785374,,,en-GB,0,2011.0,,219.0,1083.0,6296.0,14518.0,14534.0,30570,"Snuff (Discworld, #39; City Watch #8)"
Ilona Andrews,4.43,3463.0,,False,8559047,,,eng,0,2011.0,,190.0,510.0,4518.0,16137.0,26986.0,44588,"Magic Slays (Kate Daniels, #5)"
Aldous Huxley,3.96,3464.0,,False,5128,,,eng,0,1956.0,,250.0,1360.0,6570.0,10522.0,8879.0,24213,The Doors of Perception & Heaven and Hell
Irwin Shaw,4.15,3465.0,,False,315519,,,,0,1969.0,,183.0,765.0,5530.0,10300.0,11992.0,28024,"Rich Man, Poor Man"
Gilly Macmillan,3.89,3466.0,,False,25817531,,,,0,2015.0,,455.0,1769.0,9383.0,17518.0,9972.0,25865,What She Knew
Michael Connelly,4.09,3467.0,,False,13495034,,,eng,0,2012.0,,134.0,718.0,6169.0,15071.0,10930.0,25288,"The Black Box (Harry Bosch, #18; Harry Bosch Universe, #22)"
Sheri Reynolds,3.8,3468.0,,False,5180,,,eng,0,1995.0,,498.0,1961.0,8686.0,11496.0,8008.0,30267,The Rapture of Canaan
Pat Frank,4.07,3469.0,,False,38169,,,eng,0,1959.0,,352.0,1208.0,5846.0,12327.0,11534.0,28386,"Alas, Babylon"
Vince Flynn,4.26,3470.0,,False,184661,,,eng,0,2000.0,,122.0,472.0,3994.0,11317.0,12869.0,24598,"The Third Option (Mitch Rapp, #4)"
Kazu Kibuishi,4.15,3471.0,,False,1238684,,,eng,0,2008.0,,493.0,1344.0,6340.0,11302.0,15603.0,32830,"The Stonekeeper (Amulet, #1)"
Flannery O'Connor,4.44,3472.0,,False,284996,,,eng,0,1971.0,,308.0,568.0,2593.0,8231.0,17567.0,27352,The Complete Stories
L.J. Smith,4.19,3473.0,,False,6780439,,,eng,0,1991.0,,545.0,1488.0,6040.0,9472.0,17245.0,33023,"Dark Visions (Dark Visions, #1-3)"
Anthony  Ryan,4.19,3474.0,,False,18138189,,,eng,0,2014.0,,246.0,805.0,4257.0,11856.0,12105.0,23765,"Tower Lord (Raven's Shadow, #2)"
Lisa Scottoline,3.85,3475.0,,False,5355136,,,en-US,0,2009.0,,405.0,1962.0,8968.0,13878.0,8885.0,29598,Look Again
Nick Hornby,3.72,3476.0,,False,4264,,,eng,0,1992.0,,786.0,2213.0,7983.0,10272.0,6867.0,25374,Fever Pitch
Anne Rice,3.73,3477.0,,False,31343,,,spa,0,1998.0,,823.0,3436.0,11000.0,11390.0,10437.0,33383,"Pandora (New Tales of the Vampires, #1)"
Kevin Hearne,4.25,3478.0,,False,12700306,,,eng,0,2012.0,,110.0,555.0,4914.0,13914.0,15070.0,30578,"Tricked (The Iron Druid Chronicles, #4)"
Sister Souljah,4.47,3479.0,,False,106393,,,en-US,0,1999.0,,311.0,657.0,2282.0,5552.0,16474.0,23737,The Coldest Winter Ever
Shunryu Suzuki,4.23,3480.0,,False,402843,,,en-GB,0,1970.0,,263.0,803.0,4126.0,8593.0,12542.0,24481,"Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice"
"Han Kang, Deborah     Smith",3.59,3481.0,,False,25489025,,,eng,0,2007.0,,995.0,3564.0,11558.0,14631.0,6359.0,27242,The Vegetarian
"Franz Kafka, Mark Harman, Regaip Minareci, Şerif Yeşilbucak",3.97,3482.0,,False,333538,,,eng,0,1926.0,,664.0,1843.0,6426.0,11624.0,11084.0,25043,The Castle
Mark  Lawrence,4.27,3483.0,,False,15985373,,,eng,0,2013.0,,217.0,724.0,4070.0,11088.0,14239.0,21143,"Emperor of Thorns (The Broken Empire, #3)"
Jonathan Swift,4.05,3484.0,,False,5206937,,,,0,1729.0,,418.0,1391.0,6840.0,12582.0,12473.0,31485,A Modest Proposal
Sam Harris,4.04,3485.0,,False,51299,,,eng,0,2006.0,,1001.0,1271.0,4485.0,9462.0,11032.0,25570,Letter to a Christian Nation
L.J. Smith,3.79,3486.0,,False,6441509,,,en-US,0,2010.0,,1588.0,3491.0,8083.0,8250.0,12722.0,31445,"Shadow Souls (The Vampire Diaries: The Return, #2)"
Susane Colasanti,3.74,3487.0,,False,781046,,,en-US,0,2006.0,,1092.0,3139.0,9215.0,9979.0,10109.0,32443,When It Happens
Edmund Morris,4.25,3488.0,,False,40929,,,eng,0,1979.0,,726.0,866.0,3377.0,9063.0,14391.0,26920,The Rise of Theodore Roosevelt
Connie Willis,4.03,3489.0,,False,24983,,,eng,0,1992.0,,878.0,1955.0,6508.0,13125.0,14145.0,33000,"Doomsday Book (Oxford Time Travel, #1)"
David Baldacci,4.14,3490.0,,False,20767918,,,eng,0,2014.0,,265.0,771.0,4660.0,12864.0,11123.0,18073,"The Escape (John Puller, #3)"
Bryan Stevenson,4.58,3491.0,,False,20342617,,,eng,0,2014.0,,223.0,371.0,1791.0,7720.0,21903.0,27173,Just Mercy: A Story of Justice and Redemption
David Eddings,4.12,3492.0,,False,110694,,,eng,0,1991.0,,210.0,1192.0,6830.0,12458.0,14148.0,32127,"The Seeress of Kell (The Malloreon, #5)"
Brian L. Weiss,4.17,3493.0,,False,34452,,,eng,0,1988.0,,514.0,1100.0,4036.0,8120.0,12036.0,18956,"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past Life Therapy That Changed Both Their Lives"
Michael Connelly,4.05,3494.0,,False,20881071,,,eng,0,2014.0,,259.0,876.0,5793.0,13754.0,9695.0,18672,"The Burning Room (Harry Bosch, #19; Harry Bosch Universe, #24)"
